Chr	cnvStart	cnvEnd	CpG	Gene	Distance	rValue	-log(NomimalPvalue)	-log(PermutationPvalueP100)	-log(PermutationPvalueP10)	Source	NominalPvalue
7	4039859	4049085	cg11467738	ARPC1B	94765777	0.443	4.2689	3.8354	4.6440	ConradGenotype	0.000053837270233
7	4039859	4049085	cg10289912	ZNRF2	26246835	0.435	4.1050	3.8799	4.8151	ConradGenotype	0.000078529986234
7	4039859	4049085	cg01527212	TRIAD3	1742787	0.453	4.4611	3.9092	4.9769	ConradGenotype	0.000034582321207
11	85980916	85984169	cg26125443	POLR2G	23696982	-0.443	4.2637	4.0641	4.9465	ConradGenotype	0.000054486271698
22	43933465	43935464	cg11826116	ATF4	5688071	-0.430	4.0262	3.6043	4.5427	ConradGenotype	0.000094140746166
17	15730266	15734437	cg27349746	UBTF	23920942	-0.447	4.3367	3.7910	4.9854	ConradGenotype	0.000046056130600
20	59546452	59547047	cg17371067	CEBPB	11305528	0.404	3.5663	3.5322	4.4571	ConradGenotype	0.000271454965817
20	59546452	59547047	cg04757428	STMN3	2207934	0.419	3.8305	3.5438	4.5854	ConradGenotype	0.000147727766106
9	90097884	90099175	cg15919045	NFIL3	3127612	0.452	4.4390	3.8734	4.8598	ConradGenotype	0.000036391122413
12	68575998	68577013	cg04926244	FLJ32894	43947986	0.438	4.1647	3.9186	4.8368	ConradGenotype	0.000068431237316
12	68575998	68577013	cg01493517	HOM-TES-103	62041440	0.439	4.1945	3.9571	4.8829	ConradGenotype	0.000063903503230
7	78509600	78512689	cg24650353	HIP1	3304717	0.447	4.3376	3.8287	4.7269	ConradGenotype	0.000045962955490
12	58808113	58811315	cg15062795	ETV6	47115945	0.454	4.4741	3.9320	4.8457	ConradGenotype	0.000033566461851
16	55884184	55884708	cg18160978	ZNF668	24891725	-0.425	3.9376	3.7057	4.6822	ConradGenotype	0.000115448792191
13	19548177	19549772	cg11668844	MCF2L	93154553	0.411	3.6965	3.6818	4.8394	ConradGenotype	0.000201129102501
16	70646001	70669798	cg01374047	HCFC1R1	67643662	0.482	5.0336	3.6351	4.5646	ConradGenotype	0.000009256251847
12	94561061	94562351	cg22573917	WNT1	46901841	-0.449	4.3806	3.9128	4.9940	ConradGenotype	0.000041628449328
1	159746569	159913382	cg24744425	RABIF	41294662	-0.511	5.6804	4.1743	5.1079	ConradGenotype	0.000002087164385
7	141388076	141441024	cg18349835	VIPR2	17215722	-0.481	5.0317	3.9457	5.1726	ConradGenotype	0.000009296786381
6	82232906	82234243	cg19221044	TAP2	49318880	-0.428	3.9813	3.9794	4.9704	ConradGenotype	0.000104407861023
8	16366558	16370954	cg27342122	PHF20L1	117488154	0.462	4.6296	3.9626	5.1196	ConradGenotype	0.000023463983867
11	48557432	48560877	cg24528523	SLC22A18	45679068	0.427	3.9728	3.9556	5.0063	ConradGenotype	0.000106473619960
10	3563693	3565449	cg09352789	XPNPEP1	108108632	0.450	4.3858	3.8920	4.8402	ConradGenotype	0.000041131815027
19	14907340	14910599	cg06600447	MGC2749	3620898	0.414	3.7438	3.6458	4.5074	ConradGenotype	0.000180391015921
19	14907340	14910599	cg03410718	FLJ45684	14310543	-0.524	6.0002	3.6982	4.6405	ConradGenotype	0.000000999518321
7	51422202	51423357	cg09504196	ZNF398	97031915	0.439	4.1951	4.0253	5.0090	ConradGenotype	0.000063805192533
5	87414712	87417880	cg13755535	LMAN2	89295164	-0.428	3.9784	3.9652	5.0711	ConradGenotype	0.000105106012687
9	28067619	28069168	cg25910443	C9orf3	68460392	-0.422	3.8805	3.8669	4.9987	ConradGenotype	0.000131659834615
16	67345074	67351437	cg19289461	SEPT1	37046083	0.415	3.7514	3.6739	4.6169	ConradGenotype	0.000177239164563
11	119578548	119579874	cg17606683	HSPC138	33887999	-0.432	4.0613	3.9632	4.8204	ConradGenotype	0.000086837239381
11	119578548	119579874	cg11879480	SLC36A4	27008553	-0.437	4.1543	3.9722	5.1998	ConradGenotype	0.000070094818296
8	89995905	89999006	cg22836229	EFCAB1	40186830	-0.434	4.0977	3.9210	4.7566	ConradGenotype	0.000079846483629
8	89995905	89999006	cg23290344	NEF3	65169465	-0.443	4.2527	3.9915	5.1351	ConradGenotype	0.000055889349610
1	204239359	204366782	cg14560895	JARID1B	3259540	-0.486	5.1229	4.2171	5.2190	ConradGenotype	0.000007535429339
1	204239359	204366782	cg01628253	HAX1	51791433	-0.445	4.3042	4.1308	5.1052	ConradGenotype	0.000049638215728
1	204239359	204366782	cg13650137	ASPM	8920850	-0.488	5.1788	4.1344	5.0407	ConradGenotype	0.000006624542135
1	204239359	204366782	cg06963844	FBXO6	192655973	-0.481	5.0163	4.1682	5.2434	ConradGenotype	0.000009632515413
1	204239359	204366782	cg18389062	MAN1A2	86591816	-0.462	4.6392	4.1447	5.1990	ConradGenotype	0.000022948786034
1	204239359	204366782	cg15056107	NUP133	23407588	-0.436	4.1279	4.1046	5.0070	ConradGenotype	0.000074484625757
1	204239359	204366782	cg10549188	ANP32E	55828058	-0.488	5.1628	4.1189	5.2577	ConradGenotype	0.000006873669743
20	42739045	42742188	cg06303238	SALL4	7110893	-0.443	4.2568	3.5552	4.4943	ConradGenotype	0.000055356064148
12	7713851	7715100	cg26829131	HOXC9	44965785	-0.529	6.1096	3.9082	5.2497	ConradGenotype	0.000000776967711
10	124206745	124207345	cg20778669	MGMT	7037986	0.433	4.0843	3.8628	4.7883	ConradGenotype	0.000082357115452
9	129072975	129074561	cg08026144	PCSK5	51377473	0.418	3.8063	3.7682	4.8803	ConradGenotype	0.000156202152626
6	719091	719831	cg02914379	MDFI	40994126	0.446	4.3210	4.0409	5.1727	ConradGenotype	0.000047757637359
11	57923640	57924844	cg05650764	SAPS3	10060492	0.446	4.3185	4.0392	5.2648	ConradGenotype	0.000048033988521
19	21428050	21429849	cg04947578	C19orf10	16807616	0.440	4.2005	3.6972	4.5992	ConradGenotype	0.000063030073178
19	21428050	21429849	cg18109231	RFX2	15367257	0.433	4.0703	3.7461	5.0459	ConradGenotype	0.000085045490884
1	152424866	152427926	cg20375554	ARHGEF2	1788412	0.444	4.2803	4.1307	5.0617	ConradGenotype	0.000052446488410
19	11900599	11907033	cg11980435	BBC3	40522043	0.413	3.7154	3.6787	4.7077	ConradGenotype	0.000192597176258
19	11900599	11907033	cg09998229	TBXA2R	8346039	0.422	3.8761	3.6404	4.5613	ConradGenotype	0.000133006254342
19	11900599	11907033	cg04076481	FLJ12949	1366136	0.444	4.2890	3.7022	4.6077	ConradGenotype	0.000051406104997
19	11900599	11907033	cg24807354	EDG8	1413654	0.462	4.6276	3.7202	4.8240	ConradGenotype	0.000023571525040
8	39350819	39506576	cg17703554	WDR21C	49526681	-0.456	4.5100	3.8885	4.9534	ConradGenotype	0.000030901528222
19	59247515	59252299	cg15705469	ZNF71	2548700	0.413	3.7170	3.7130	4.8990	ConradGenotype	0.000191846948442
19	59247515	59252299	cg24836583	HOMER3	40337225	0.449	4.3710	3.6555	4.4332	ConradGenotype	0.000042562613913
7	55102374	55103361	cg18329349	CAV1	60850125	0.481	5.0180	3.8919	4.7533	ConradGenotype	0.000009595030121
15	30231548	30296440	cg07501965	CHRFAM7A	1791288	0.413	3.7147	3.6582	4.5038	ConradGenotype	0.000192881815636
5	52494608	52495458	cg04833050	LHFPL2	25346753	0.430	4.0153	3.9789	5.1091	ConradGenotype	0.000096548052596
7	71682534	71684330	cg19831077	LOC349136	79054600	-0.438	4.1657	3.9289	4.9874	ConradGenotype	0.000068279497442
22	33230119	33231341	cg08315277	PKDREJ	11806570	-0.445	4.3074	3.5537	4.6970	ConradGenotype	0.000049271274404
7	31282013	31285456	cg22799850	FBXL13	71219161	0.451	4.4190	3.8795	4.6512	ConradGenotype	0.000038107176116
10	67012476	67014181	cg09772154	FGFR2	56334125	-0.433	4.0847	3.8215	4.8427	ConradGenotype	0.000082277508457
9	10394571	10395103	cg04648440	BRD3	125527876	-0.446	4.3178	3.9380	4.9232	ConradGenotype	0.000048103881315
1	204366847	204372531	cg01460479	ABCB10	23391408	-0.447	4.3427	4.1149	4.9680	ConradGenotype	0.000045421107349
5	26832459	26837664	cg16268429	FLJ30596	9442559	0.429	3.9991	3.9006	5.0117	ConradGenotype	0.000100217046451
17	36675163	36685731	cg25349574	CAMTA2	31848843	-0.461	4.6201	3.8010	4.9469	ConradGenotype	0.000023982482774
17	36675163	36685731	cg26162695	ELAC2	23818370	-0.421	3.8702	3.7566	4.8042	ConradGenotype	0.000134822796415
17	36675163	36685731	cg19383689	WSB1	14035113	-0.433	4.0847	3.8502	4.8324	ConradGenotype	0.000082284816210
14	73064141	73121720	cg09539408	STRN3	42527722	0.432	4.0504	3.5881	4.5451	ConradGenotype	0.000089033912355
1	120557209	120738188	cg14560895	JARID1B	80395832	-0.545	6.5147	4.2171	5.2190	ConradGenotype	0.000000305727604
1	120557209	120738188	cg18389062	MAN1A2	2936444	-0.465	4.6958	4.1447	5.1990	ConradGenotype	0.000020144842874
1	120557209	120738188	cg10549188	ANP32E	27827314	-0.488	5.1646	4.1189	5.2577	ConradGenotype	0.000006844708098
11	5594077	5595733	cg01192900	BTG4	105293817	-0.438	4.1682	3.9928	5.0531	ConradGenotype	0.000067893645044
18	7134225	7136816	cg13760546	RNF125	20717468	-0.417	3.8001	3.6163	4.6854	ConradGenotype	0.000158469401124
18	7134225	7136816	cg14118546	KIAA1012	20641436	-0.406	3.6086	3.5943	4.4114	ConradGenotype	0.000246259760326
18	7134225	7136816	cg19496782	GATA6	10867128	-0.415	3.7496	3.5692	4.5221	ConradGenotype	0.000177995146314
3	167537664	167538667	cg02672493	TMEM22	29517047	-0.442	4.2346	4.0342	5.1364	ConradGenotype	0.000058260989528
1	177873980	177874648	cg10409799	ADAR	25007568	-0.472	4.8412	4.1644	5.2511	ConradGenotype	0.000014413716874
1	177873980	177874648	cg24800810	RGS7	61712589	-0.457	4.5394	4.2107	5.3118	ConradGenotype	0.000028882500484
5	42127774	42131656	cg09786257	PCSK1	53664870	-0.440	4.1967	3.9549	5.1280	ConradGenotype	0.000063569973811
5	163597906	163598998	cg01673583	BIRC1	93242468	-0.427	3.9767	3.9533	4.8143	ConradGenotype	0.000105517619011
19	20592635	20593903	cg17164520	CGB1	33638855	-0.443	4.2685	3.6683	4.6491	ConradGenotype	0.000053893309578
11	58351105	58352597	cg13145013	H19	56377472	-0.491	5.2362	3.9589	4.9374	ConradGenotype	0.000005805293532
6	51307432	51308104	cg21610516	MTHFD1L	99921317	-0.515	5.7763	4.0740	5.1188	ConradGenotype	0.000001673958181
2	195687880	195692616	cg22418360	UBE2F	42850052	-0.458	4.5545	4.1290	5.0403	ConradGenotype	0.000027893128914
16	15883340	15931383	cg23113963	SCNN1B	7313709	0.425	3.9352	3.7300	4.5953	ConradGenotype	0.000116094089031
1	14308898	14311535	cg24420778	PRDX6	157402922	0.449	4.3774	4.1942	5.1195	ConradGenotype	0.000041938132612
3	1892743	1898214	cg17289734	SEMA3B	48390387	0.466	4.7176	3.9753	4.9984	ConradGenotype	0.000019161330348
3	1892743	1898214	cg18986332	CLASP2	31838949	0.445	4.2989	3.8991	4.8890	ConradGenotype	0.000050245171711
11	3224785	3316422	cg19587401	LOC374395	59041014	-0.429	4.0031	3.9766	5.0793	ConradGenotype	0.000099282814824
8	108850513	108851309	cg23687960	GGH	44736773	0.431	4.0363	3.9796	5.0538	ConradGenotype	0.000091983264884
8	7330051	7342809	cg04678793	LY6E	136834807	-0.429	4.0053	3.9427	4.7850	ConradGenotype	0.000098778902352
8	7330051	7342809	cg11434468	XKR6	3759369	-0.433	4.0758	3.9608	4.8663	ConradGenotype	0.000083976049467
13	37955318	37958191	cg03623878	MCF2L	74746773	0.478	4.9538	3.7537	4.8371	ConradGenotype	0.000011121641894
1	156993484	156994714	cg24215727	ABCD3	62337353	0.471	4.8140	4.2023	5.3386	ConradGenotype	0.000015345601466
3	116730916	116732469	cg14386548	SLC25A20	67819002	0.449	4.3675	3.9976	4.9998	ConradGenotype	0.000042907857222
3	116730916	116732469	cg26417554	RPUSD3	106870282	0.440	4.2024	4.0034	5.0095	ConradGenotype	0.000062741669449
3	116730916	116732469	cg27239147	TUSC4	66368412	0.453	4.4439	3.9912	4.8576	ConradGenotype	0.000035986104247
2	101419843	101420750	cg14101501	EHBP1	38633876	-0.439	4.1958	4.0535	4.9837	ConradGenotype	0.000063710946007
2	101419843	101420750	cg16691616	INPP1	89496590	-0.492	5.2699	4.1053	5.1406	ConradGenotype	0.000005371223549
2	101419843	101420750	cg11206667	FBXO36	129074727	-0.508	5.6111	4.1543	5.1614	ConradGenotype	0.000002448729615
2	101419843	101420750	cg25961684	STK36	117824624	-0.459	4.5649	4.1157	5.5236	ConradGenotype	0.000027232800065
2	101419843	101420750	cg25856179	STAT1	90166754	-0.458	4.5478	4.1364	5.1288	ConradGenotype	0.000028324030122
2	101419843	101420750	cg22148652	ARL5	50972750	-0.445	4.2990	4.0211	5.1277	ConradGenotype	0.000050229609065
2	101419843	101420750	cg02801485	ALS2CR2	100604407	-0.443	4.2689	4.0968	5.5023	ConradGenotype	0.000053837286123
2	101419843	101420750	cg15091337	POLE4	26380921	-0.435	4.1079	4.0914	5.0663	ConradGenotype	0.000077994099679
2	101419843	101420750	cg01780482	EPAS1	55041460	-0.452	4.4427	4.1561	5.1335	ConradGenotype	0.000036085099177
2	101419843	101420750	cg23816572	CEP68	36283224	-0.449	4.3677	4.0877	5.1335	ConradGenotype	0.000042882045629
2	101419843	101420750	cg12066181	DNMT3A	76002355	-0.440	4.2019	4.0874	4.9854	ConradGenotype	0.000062821379137
2	101419843	101420750	cg20497627	MTIF2	46070504	-0.446	4.3211	4.1591	5.0844	ConradGenotype	0.000047742610213
12	89011704	89016192	cg16175725	TCF1	30887241	0.424	3.9224	3.8718	4.6869	ConradGenotype	0.000119550884436
12	89011704	89016192	cg13003163	ANP32D	41861245	0.474	4.8761	3.9771	4.7580	ConradGenotype	0.000013302687577
15	47332068	47335163	cg14492347	ZNF592	35759064	-0.469	4.7678	3.7457	5.0757	ConradGenotype	0.000017069109213
14	20419500	20493353	cg01117627	CYP46A1	78763757	0.437	4.1462	3.6627	4.6664	ConradGenotype	0.000071420230439
14	33583803	33584597	cg13729392	C14orf112	36312033	0.411	3.6864	3.5901	4.4807	ConradGenotype	0.000205862401027
12	76622959	76624876	cg06554542	GNPTAB	24124705	0.447	4.3444	3.9294	5.0928	ConradGenotype	0.000045249447424
5	21485958	21488203	cg07233761	ESM1	32829991	0.443	4.2584	3.9185	4.9962	ConradGenotype	0.000055156111443
15	99159046	99159855	cg05749577	KIF23	31665487	0.423	3.8951	3.6647	4.8815	ConradGenotype	0.000127313626408
15	99159046	99159855	cg05024638	POLG	11480531	0.485	5.0976	3.7948	4.8218	ConradGenotype	0.000007987393074
15	99159046	99159855	cg19771482	BNIP2	41390577	0.429	4.0045	3.7676	4.7457	ConradGenotype	0.000098972601408
15	99159046	99159855	cg13401987	APH1B	37802678	0.465	4.6835	3.6879	4.7361	ConradGenotype	0.000020726053827
15	99159046	99159855	cg25808839	LACTB	37958054	0.510	5.6692	3.8098	4.5417	ConradGenotype	0.000002141769025
15	99159046	99159855	cg06380007	INOC1	59963796	0.450	4.3896	3.6891	5.1619	ConradGenotype	0.000040779786250
15	99159046	99159855	cg19911362	USP8	50655836	0.416	3.7711	3.7404	4.8764	ConradGenotype	0.000169376577079
15	99159046	99159855	cg07288587	CSNK1G1	36724292	0.435	4.1084	3.6523	4.5264	ConradGenotype	0.000077916006952
15	99159046	99159855	cg06746101	TMED3	21768851	0.418	3.8148	3.7424	4.8633	ConradGenotype	0.000153190933393
15	99159046	99159855	cg23790767	ELL3	57302976	0.442	4.2457	3.6954	4.6523	ConradGenotype	0.000056792628140
15	99159046	99159855	cg17316750	FAM82C	60325028	0.445	4.2970	3.7146	4.9419	ConradGenotype	0.000050469398819
15	99159046	99159855	cg17676096	LEO1	49107937	0.487	5.1532	3.7385	4.7480	ConradGenotype	0.000007028251942
15	99159046	99159855	cg16016951	DUT	52748241	0.420	3.8436	3.6390	4.4842	ConradGenotype	0.000143338889235
15	99159046	99159855	cg13959611	VPS13C	39019555	0.505	5.5502	3.7929	4.8221	ConradGenotype	0.000002816886498
5	18909031	18910797	cg15034135	ADAMTS19	109914382	0.443	4.2654	3.9259	5.1766	ConradGenotype	0.000054269561676
2	110342773	110348620	cg08321346	ANKMY1	130800155	0.463	4.6508	4.0950	5.1922	ConradGenotype	0.000022345970009
9	19263398	19264277	cg12876594	NPR2	16517850	0.439	4.1877	3.9440	4.8648	ConradGenotype	0.000064902497939
6	108132828	108141795	cg20612615	PREP	2179903	0.455	4.4928	4.1013	5.2985	ConradGenotype	0.000032153160421
22	41209145	41335158	cg12376277	TUG1	11577075	-0.418	3.8136	3.5550	4.2937	ConradGenotype	0.000153616016275
7	147704059	147707263	cg07461582	RINT-1	42745761	0.426	3.9467	3.8460	5.0034	ConradGenotype	0.000113046999144
8	133129707	133130842	cg14830952	E2F5	46853302	-0.432	4.0625	3.8723	4.6806	ConradGenotype	0.000086602314318
7	7011921	7020505	cg14094960	EGFR	48038387	0.432	4.0545	3.9280	5.0869	ConradGenotype	0.000088213664834
4	190032287	190033212	cg09435090	QDPR	172910066	-0.448	4.3531	4.1231	5.0393	ConradGenotype	0.000044350599756
4	190032287	190033212	cg19252175	FLJ20035	20556418	-0.442	4.2433	4.0871	4.9811	ConradGenotype	0.000057109781626
4	190032287	190033212	cg09475757	NEIL3	11564589	-0.439	4.1870	4.0600	5.3786	ConradGenotype	0.000065009448738
4	190032287	190033212	cg04418771	COPS4	105857708	-0.440	4.2145	4.0777	5.0693	ConradGenotype	0.000061019995910
4	190032287	190033212	cg02715115	LOC90826	41208024	-0.460	4.5931	4.1634	5.2723	ConradGenotype	0.000025520552886
10	91988451	91992013	cg18762485	CH25H	1033527	0.424	3.9225	3.8071	4.6257	ConradGenotype	0.000119523564297
22	22101503	22104165	cg23748737	SCARF2	2981167	-0.419	3.8287	3.4840	4.5716	ConradGenotype	0.000148356667742
5	1977604	1978111	cg21835622	DPYSL3	144835412	0.431	4.0459	3.9549	5.0839	ConradGenotype	0.000089972532988
22	28666350	28667198	cg23503501	RIBC2	15521377	-0.445	4.3068	3.5210	4.5771	ConradGenotype	0.000049339817109
6	31383960	31387412	cg05402265	ICK	21648780	0.488	5.1791	4.0476	5.1787	ConradGenotype	0.000006620317609
1	10405137	10406094	cg10035922	C1orf102	26283362	-0.449	4.3715	4.1810	5.3352	ConradGenotype	0.000042509794755
4	116386404	116397731	cg26578617	SNCA	25414939	-0.442	4.2422	4.0961	5.0738	ConradGenotype	0.000057251994271
7	61278218	61280754	cg25299676	MET	54820081	-0.446	4.3247	4.0176	5.1714	ConradGenotype	0.000047344937922
17	69234006	69234625	cg08209724	ZNF207	41532872	-0.464	4.6749	3.8295	4.8518	ConradGenotype	0.000021140826474
14	73071536	73073419	cg09539408	STRN3	42507269	0.473	4.8493	3.5881	4.5451	ConradGenotype	0.000014148657032
8	53863532	53864180	cg19288520	SLC25A32	50632674	0.427	3.9623	3.9378	4.7875	ConradGenotype	0.000109072305868
8	53863532	53864180	cg10245048	TNFRSF10A	30725236	0.468	4.7455	3.9553	5.1787	ConradGenotype	0.000017966845031
4	138311476	138320204	cg06251489	STIM2	111844093	0.451	4.4063	4.0904	4.9202	ConradGenotype	0.000039237814312
4	173661594	173670645	cg09018824	DKFZP686A01247	132609555	-0.494	5.3058	4.0817	5.1095	ConradGenotype	0.000004944863238
17	53042845	53044836	cg19598544	TTYH2	16677051	0.429	4.0074	3.8670	4.7756	ConradGenotype	0.000098309466436
16	26824444	26827013	cg20981893	HSD11B2	39196738	-0.436	4.1275	3.6953	4.6370	ConradGenotype	0.000074552677596
16	26824444	26827013	cg13439730	PRSS8	4228729	0.421	3.8655	3.7412	4.8607	ConradGenotype	0.000136292311206
20	1337176	1338798	cg24158546	SCAND1	32667695	-0.423	3.8894	3.6187	4.6493	ConradGenotype	0.000129014475098
20	1337176	1338798	cg07955828	DHX35	35686371	-0.420	3.8446	3.5743	4.6722	ConradGenotype	0.000143033192579
11	89324164	89328039	cg10805667	FLJ20625	17834085	-0.441	4.2225	4.0592	5.1308	ConradGenotype	0.000059905876365
1	142612557	142700497	cg14560895	JARID1B	58387003	-0.512	5.7042	4.2171	5.2190	ConradGenotype	0.000001976009739
1	142612557	142700497	cg13650137	ASPM	52725693	-0.462	4.6350	4.1344	5.0407	ConradGenotype	0.000023173646410
1	142612557	142700497	cg18389062	MAN1A2	24945273	-0.502	5.4826	4.1447	5.1990	ConradGenotype	0.000003291357610
1	142612557	142700497	cg10549188	ANP32E	5818485	-0.497	5.3662	4.1189	5.2577	ConradGenotype	0.000004303108007
12	96516188	96517708	cg14341030	C12orf60	81669416	0.512	5.7150	3.9867	5.1818	ConradGenotype	0.000001927706165
13	75005774	75017574	cg02943497	PARP4	51026858	0.420	3.8367	3.7432	4.7816	ConradGenotype	0.000145662882965
22	28010283	28011805	cg04419707	RPL3	10034920	0.441	4.2218	3.5283	4.3180	ConradGenotype	0.000060006704166
22	28010283	28011805	cg02278071	DUSP18	1382817	0.474	4.8787	3.4957	4.5409	ConradGenotype	0.000013222084852
11	7803274	7804168	cg04011872	MRPL23	5878534	-0.441	4.2161	3.9755	4.8899	ConradGenotype	0.000060800813495
7	71907404	71913517	cg03100196	ZYX	70878009	-0.461	4.6136	3.8792	4.9252	ConradGenotype	0.000024346707348
1	157228357	157232921	cg04049800	C1orf57	73922416	0.450	4.3993	4.1456	5.1529	ConradGenotype	0.000039872320803
6	86680559	86682553	cg08307092	HIST1H3D	60373576	0.447	4.3428	4.0255	5.2249	ConradGenotype	0.000045410008678
6	86680559	86682553	cg14284643	GNL1	56049349	-0.438	4.1727	3.9417	5.1261	ConradGenotype	0.000067186182370
6	86680559	86682553	cg07922606	HIST1H3E	60347995	-0.460	4.5809	4.1509	5.1187	ConradGenotype	0.000026250415278
6	86680559	86682553	cg26384034	C6orf117	1881038	-0.435	4.1115	4.0740	5.0668	ConradGenotype	0.000077351392786
1	235820675	235821523	cg14460735	C1orf71	8975045	-0.468	4.7505	4.1487	5.0146	ConradGenotype	0.000017763109050
21	27398805	27399490	cg20451718	C21orf67	17785104	0.439	4.1902	3.3343	4.2327	ConradGenotype	0.000064533346806
2	179768355	179791457	cg02801485	ALS2CR2	22244797	0.436	4.1361	4.0968	5.5023	ConradGenotype	0.000073097044885
16	75648508	75650440	cg25193494	FLJ20186	12893244	0.439	4.1785	3.7212	4.6610	ConradGenotype	0.000066291257730
12	10457356	10495015	cg08567916	SPRYD3	41283380	0.473	4.8601	3.9755	4.7761	ConradGenotype	0.000013800101035
12	10457356	10495015	cg18825539	ATP2A2	98727436	0.447	4.3438	3.9382	5.0791	ConradGenotype	0.000045312142165
12	10457356	10495015	cg17639059	NAB2	45292051	0.483	5.0565	3.9419	5.0424	ConradGenotype	0.000008779235709
2	130682838	130684330	cg13901526	GYPC	3553086	0.479	4.9758	4.0405	5.0632	ConradGenotype	0.000010572037163
2	130682838	130684330	cg01594915	HNRPA3	47102224	0.446	4.3100	4.0531	5.0384	ConradGenotype	0.000048975153251
2	130682838	130684330	cg17043155	MRPL19	54955958	0.443	4.2529	4.0360	5.0573	ConradGenotype	0.000055865559251
2	130682838	130684330	cg26454191	PMS1	59673716	0.444	4.2876	4.0343	4.9390	ConradGenotype	0.000051565936326
2	130682838	130684330	cg04533291	WDR39	34389503	-0.437	4.1470	4.1257	5.2182	ConradGenotype	0.000071278404134
13	85571820	85574142	cg17921034	AKAP11	43828646	0.418	3.8157	3.7267	4.7102	ConradGenotype	0.000152874610699
14	21096353	21105839	cg14098132	CGRRF1	32945287	0.429	4.0067	3.6577	5.0228	ConradGenotype	0.000098467701925
14	21096353	21105839	cg06726207	SIX4	39158276	0.427	3.9767	3.6452	4.7539	ConradGenotype	0.000105517619011
13	23798029	23799959	cg26611683	FOXO1A	16338960	0.424	3.9066	3.7245	4.8623	ConradGenotype	0.000123992110520
6	22160753	22161707	cg04623837	HCG9	7890218	0.437	4.1573	4.0332	5.0460	ConradGenotype	0.000069612377765
15	30231548	30468651	cg07501965	CHRFAM7A	1877393	0.441	4.2219	3.6582	4.5038	ConradGenotype	0.000059991928137
17	55934524	55936075	cg04745805	STAT5B	18253511	-0.423	3.8981	3.7902	4.8115	ConradGenotype	0.000126442670156
17	55934524	55936075	cg14732136	KPNA2	7527086	-0.426	3.9440	3.8783	4.9721	ConradGenotype	0.000113763220655
16	76929120	76942453	cg25957124	DNAH3	55857264	0.412	3.6990	3.6913	4.4374	ConradGenotype	0.000199994760432
9	97376343	97377188	cg09429153	PBX3	30172836	-0.424	3.9104	3.8911	4.9516	ConradGenotype	0.000122911051960
3	68714679	68722940	cg11116142	CRBN	65522460	-0.442	4.2433	4.0017	4.8373	ConradGenotype	0.000057105163132
11	1611015	1613217	cg07271264	MYOD1	16086587	0.436	4.1235	3.9828	4.9972	ConradGenotype	0.000075243494161
6	152431681	152433972	cg18676237	SERPINB9	149584388	-0.478	4.9572	4.0760	5.1310	ConradGenotype	0.000011034944393
7	131044891	131047089	cg03700462	HOXA1	103943439	0.434	4.0911	3.9299	4.9851	ConradGenotype	0.000081082641565
11	75820021	75826175	cg23121547	DUSP8	74273000	-0.464	4.6710	3.9012	4.8406	ConradGenotype	0.000021329002919
11	75820021	75826175	cg15498283	TALDO1	75085907	-0.433	4.0694	3.9338	4.8833	ConradGenotype	0.000085227032430
11	75820021	75826175	cg03750407	RAD9A	8906989	-0.475	4.8905	3.9243	4.6567	ConradGenotype	0.000012868554725
19	19693965	19700599	cg07115558	TLE2	16717242	0.419	3.8208	3.7150	4.5939	ConradGenotype	0.000151074523821
5	151229543	151233114	cg10731022	EIF4EBP3	11323812	0.436	4.1289	3.9690	4.9620	ConradGenotype	0.000074325027999
5	151229543	151233114	cg27092035	ARL10	24494430	0.534	6.2478	3.9164	5.1824	ConradGenotype	0.000000565166634
5	151229543	151233114	cg19184518	UNQ9217	71411676	0.430	4.0266	3.9798	4.8961	ConradGenotype	0.000094056672811
5	151229543	151233114	cg10575841	TMED7	36241697	0.440	4.2142	4.0090	5.1634	ConradGenotype	0.000061070684108
5	151229543	151233114	cg10038259	HNRPAB	26332995	0.447	4.3377	4.0067	5.0685	ConradGenotype	0.000045952820776
5	151229543	151233114	cg01056155	BTF3	78401227	0.440	4.2048	3.9591	5.1090	ConradGenotype	0.000062400498471
20	55020804	55021298	cg07334912	HARS2	36504146	0.425	3.9369	3.5379	4.4467	ConradGenotype	0.000115635946126
7	82888354	82889107	cg23242017	LMTK2	14685683	0.469	4.7651	3.9367	4.8148	ConradGenotype	0.000017175318565
10	122759741	122777506	cg02840794	HPS6	18953327	-0.460	4.5910	3.8250	4.6351	ConradGenotype	0.000025644074862
16	72256927	72258261	cg09669099	TERF2	4280267	0.436	4.1407	3.7759	4.8248	ConradGenotype	0.000072329327432
12	31795648	31803075	cg03240509	KCNA6	27010207	0.430	4.0241	4.0058	4.8204	ConradGenotype	0.000094597567429
6	32537894	32540555	cg14479329	RNASET2	134750747	0.435	4.1114	4.0709	4.9573	ConradGenotype	0.000077378368465
