Chr	cnvStart	cnvEnd	CpG	Gene	Distance	rValue	-log(NomimalPvalue)	-log(PermutationPvalueP100)	-log(PermutationPvalueP10)	Source	NominalPvalue
3	46769428	46826524	cg13994175	KIF9	501198	-0.351	2.7613	2.2824	3.1796	ConradGenotype	0.001732691213271
17	71873457	71876602	cg24164563	FOXJ1	226580	-0.351	2.7633	2.6809	3.5874	ConradGenotype	0.001724821988053
5	34692036	34692596	cg13880228	PRLR	573608	0.264	1.6969	1.5829	1.7754	ConradGenotype	0.020095095808322
2	54366555	54371160	cg01615080	ACYP2	172469	-0.405	3.5919	2.5942	3.4961	ConradGenotype	0.000255896806900
2	54366555	54371160	cg15587603	RPS27A	944688	-0.378	3.1492	2.3741	3.2807	ConradGenotype	0.000709171283324
19	51648870	51654964	cg02218324	RSHL1	641244	-0.344	2.6575	2.5487	3.3218	ConradGenotype	0.002200517883037
2	131938233	131941074	cg16169604	GPR148	737878	0.374	3.1000	2.6399	3.6644	ConradGenotype	0.000794365125547
10	114102095	114106660	cg18304674	ZDHHC6	92614	0.360	2.8879	2.0044	3.0235	ConradGenotype	0.001294347507158
17	13472216	13473377	cg13706352	COX10	440599	-0.363	2.9250	1.9998	3.0006	ConradGenotype	0.001188404582319
3	140486519	140488054	cg21075829	FAM62C	850925	0.284	1.9138	1.8548	2.4943	ConradGenotype	0.012196339788877
19	41532106	41538865	cg20580177	LRFN3	416213	-0.399	3.4909	2.0376	2.9011	ConradGenotype	0.000322909558275
4	101818670	101820508	cg11010122	DNAJB14	732726	0.319	2.3263	2.0397	2.7696	ConradGenotype	0.004717906647794
6	133787627	133789056	cg21296676	EYA4	183768	-0.320	2.3466	2.3303	3.3988	ConradGenotype	0.004501639076416
22	35473303	35476957	cg13797282	CARD10	770170	-0.398	3.4752	2.3047	3.4304	ConradGenotype	0.000334789070147
19	59424694	59435445	cg24794758	LENG1	74733	0.390	3.3399	3.0439	3.8719	ConradGenotype	0.000457230758559
5	55465067	55466202	cg20354892	MGC33648	775750	0.340	2.6000	2.0827	2.8014	ConradGenotype	0.002511631417666
2	240855167	240859417	cg12804976	NDUFA10	243645	-0.334	2.5252	2.1605	2.8369	ConradGenotype	0.002984172832379
15	82606345	82625912	cg19517291	NMB	386335	-0.395	3.4253	2.6583	3.6037	ConradGenotype	0.000375566231121
15	82606345	82625912	cg18393722	FLJ43276	298742	0.676	10.7972	2.6985	3.6136	ConradGenotype	0.000000000015950
15	82606345	82625912	cg13150977	FLJ43276	298742	0.769	15.5124	2.6719	3.7338	ConradGenotype	0.000000000000000
6	26878702	26883319	cg08260959	HIST1H4F	532183	-0.361	2.9070	2.2954	3.3878	ConradGenotype	0.001238773083381
7	102135311	102152748	cg23980887	POLR2J	237875	-0.321	2.3531	2.1188	3.0459	ConradGenotype	0.004435389691636
5	162794318	162795892	cg24206256	MAT2B	67751	-0.317	2.3045	2.1188	2.8235	ConradGenotype	0.004960052525732
10	132207254	132210968	cg27056559	MGMT	970474	0.338	2.5763	1.9772	2.6655	ConradGenotype	0.002653070130433
21	46434207	46435262	cg10296238	C21orf56	5263	0.509	5.6504	2.7076	3.7909	ConradGenotype	0.000002236600258
7	4039859	4049085	cg26937500	CARD11	994507	0.343	2.6518	2.3261	3.1507	ConradGenotype	0.002229472594045
1	153447113	153487867	cg11503744	RUSC1	92850	-0.317	2.2997	2.2404	3.3896	ConradGenotype	0.005015148308188
1	153447113	153487867	cg14550101	HCN3	46525	0.322	2.3693	2.2804	3.3540	ConradGenotype	0.004272880447160
17	42497848	42508795	cg05467167	GOSR2	147782	0.268	1.7359	1.5829	1.7754	ConradGenotype	0.018369698368138
2	172541083	172549062	cg10446968	SLC25A12	86029	-0.345	2.6737	2.4583	3.3246	ConradGenotype	0.002119955845757
18	31013744	31021792	cg03776551	ZNF396	193326	0.261	1.6584	1.5459	1.8154	ConradGenotype	0.021957218461343
9	67147030	67191484	cg22543128	MGC42630	206454	0.301	2.1131	1.9298	3.1953	ConradGenotype	0.007707622022321
4	15236048	15236685	cg19128498	FBXL5	29788	0.621	8.7636	2.2570	3.1138	ConradGenotype	0.000000001723567
19	55137612	55138851	cg15951107	BAX	988265	0.366	2.9759	2.2451	3.1430	ConradGenotype	0.001057009824468
5	40004712	40007532	cg02588309	OSRF	785604	-0.287	1.9422	1.7421	2.2291	ConradGenotype	0.011422559721869
8	55371651	55373817	cg11050527	ATP6V1H	454528	-0.320	2.3419	2.1188	3.1897	ConradGenotype	0.004550790553729
16	162083	167514	cg15001381	AXIN1	177855	-0.550	6.6633	2.3834	3.3374	ConradGenotype	0.000000217137711
6	19149248	19157489	cg00468146	ID4	792822	-0.318	2.3198	2.2427	3.0212	ConradGenotype	0.004788917459163
8	74508608	74511335	cg26464596	RDH10	140262	0.335	2.5381	1.9225	2.7607	ConradGenotype	0.002896632868127
17	34701689	34702240	cg10394385	ERBB2	395851	0.328	2.4449	2.0502	3.1358	ConradGenotype	0.003590241076812
17	34701689	34702240	cg12477119	CRKRS	168987	0.294	2.0190	2.0044	2.9542	ConradGenotype	0.009571115577985
17	34701689	34702240	cg11634198	NEUROD2	315764	-0.301	2.1091	2.0054	3.1337	ConradGenotype	0.007779333782891
17	3565219	3566272	cg15843823	ALOX15	925058	0.349	2.7325	2.3385	3.4025	ConradGenotype	0.001851316314606
17	3565219	3566272	cg09872233	ALOX15	925058	0.320	2.3447	2.2644	3.0866	ConradGenotype	0.004521555356902
12	102363204	102371092	cg21081852	TXNRD1	837904	0.286	1.9375	1.8709	2.6796	ConradGenotype	0.011547651669302
3	147867879	147873031	cg25250358	PLOD2	508925	0.346	2.6935	2.6066	3.4366	ConradGenotype	0.002025170677048
17	17172009	17176308	cg23159296	SREBF1	506552	-0.327	2.4290	2.3471	3.2296	ConradGenotype	0.003724150798181
17	17172009	17176308	cg22309826	COPS3	49338	-0.345	2.6731	2.3200	3.3879	ConradGenotype	0.002122861140472
3	197258567	197259125	cg22956956	TFRC	34311	0.317	2.3023	1.7817	2.1971	ConradGenotype	0.004985066920208
4	154452012	154454140	cg14320796	GAJ	32308	-0.324	2.3911	1.9138	2.6362	ConradGenotype	0.004063395219887
15	40190994	40196399	cg27472032	VPS39	93986	-0.326	2.4252	2.0042	2.4596	ConradGenotype	0.003756465907700
16	923425	944273	cg24399405	C16orf35	805221	-0.343	2.6428	2.4201	3.3426	ConradGenotype	0.002275957579104
14	60218431	60224768	cg27398547	C14orf39	199398	-0.327	2.4367	2.1248	3.0212	ConradGenotype	0.003658790784855
3	147910164	147910947	cg25250358	PLOD2	549025	0.351	2.7567	2.6066	3.4366	ConradGenotype	0.001751176631913
13	48431530	48434856	cg02632166	ITM2B	727714	0.332	2.4947	2.3249	3.4917	ConradGenotype	0.003201018886292
13	48431530	48434856	cg03085377	RB1	641938	-0.361	2.9045	2.3128	3.4839	ConradGenotype	0.001245819063354
6	79024187	79093007	cg22058458	HMGN3	942118	-0.339	2.5910	2.3084	3.1450	ConradGenotype	0.002564374346209
9	35970780	35972060	cg04065065	PIGO	885174	-0.323	2.3828	2.3718	3.6202	ConradGenotype	0.004141615387515
1	9518760	9520515	cg22601917	H6PD	302161	0.383	3.2362	2.3100	3.3312	ConradGenotype	0.000580493001587
22	31257932	31258517	cg09547224	SLC5A1	488931	-0.296	2.0444	1.9830	3.0749	ConradGenotype	0.009027835354185
22	31257932	31258517	cg03962522	SLC5A1	488931	-0.366	2.9789	1.9668	2.8343	ConradGenotype	0.001049742859258
18	73395994	73397090	cg12555907	MBP	423317	-0.307	2.1835	2.0132	3.1072	ConradGenotype	0.006554049561870
1	24768383	24773731	cg18888403	HMGCL	745483	-0.333	2.5066	2.4875	3.5191	ConradGenotype	0.003114729830452
12	47962269	47976666	cg05795313	ZNF641	938458	0.261	1.6584	1.5829	1.7754	ConradGenotype	0.021957218461343
3	169911677	169915428	cg19848683	EVI1	433408	0.257	1.6204	1.5459	1.7754	ConradGenotype	0.023964460854581
14	36839404	36840949	cg24384676	SLC25A21	128881	0.399	3.4820	2.2710	3.3550	ConradGenotype	0.000329637039204
12	48383566	48384465	cg14217534	K-ALPHA-1	572949	0.265	1.6977	1.6584	1.8154	ConradGenotype	0.020059742832309
1	34874894	34884557	cg05382123	CSMD2	474586	-0.296	2.0524	2.0328	3.0304	ConradGenotype	0.008863674521174
1	34874894	34884557	cg11835197	TFAP2E	932210	0.323	2.3768	2.0211	3.2501	ConradGenotype	0.004199104825514
10	62097314	62098437	cg16063112	C10orf107	994923	-0.370	3.0351	1.9886	2.9284	ConradGenotype	0.000922407580926
1	46016872	46023933	cg04036898	POMGNT1	416939	-0.257	1.6204	1.5459	1.7754	ConradGenotype	0.023964460854581
19	61405191	61414764	cg16954928	LOC147808	582142	0.360	2.8862	2.5908	3.5399	ConradGenotype	0.001299697347943
5	180307216	180365215	cg13927251	FLT4	327110	-0.342	2.6274	2.5478	3.3853	ConradGenotype	0.002358037578432
4	83855493	83860265	cg10972353	SCD5	80511	0.285	1.9160	1.8365	2.6902	ConradGenotype	0.012134616711355
16	23668555	23669665	cg17234150	CACNG3	505671	-0.327	2.4368	2.3511	3.4081	ConradGenotype	0.003657309834767
14	74854409	74855709	cg04371779	C14orf118	833000	0.383	3.2342	2.0410	3.0510	ConradGenotype	0.000583205973213
8	82207571	82209251	cg06027949	SNX16	708289	0.356	2.8252	2.4085	3.6692	ConradGenotype	0.001495449027519
11	11257991	11262124	cg05367858	RNF141	740918	-0.333	2.5060	2.4019	3.6325	ConradGenotype	0.003119173881649
1	191127054	191128549	cg05576974	UCHL5	167560	0.327	2.4365	2.0413	3.0005	ConradGenotype	0.003660143773487
17	36675163	36685731	cg13784792	JUP	515785	-0.357	2.8375	2.7233	3.5396	ConradGenotype	0.001453852158462
19	2860172	2861422	cg08634464	LOC126295	9123	-0.532	6.1870	2.1188	3.1113	ConradGenotype	0.000000650077371
4	164174798	164177311	cg26745540	NPY1R	296811	0.334	2.5289	2.4889	3.2764	ConradGenotype	0.002958856191639
5	176466696	176467745	cg21605986	KIAA1191	745967	0.398	3.4687	2.4948	3.3789	ConradGenotype	0.000339837980349
14	44680868	44682602	cg03491181	FKBP3	6630	-0.325	2.4045	2.2905	2.9610	ConradGenotype	0.003939772029756
7	87146297	87148760	cg08876591	ADAM22	254368	-0.319	2.3249	2.3232	3.3815	ConradGenotype	0.004732896503807
4	25899575	25904442	cg18489440	KIAA0746	428181	0.331	2.4794	2.4117	3.4259	ConradGenotype	0.003315929483414
19	20592635	20593903	cg19282452	FLJ46230	876577	-0.351	2.7556	2.4062	3.3345	ConradGenotype	0.001755344921712
1	85438779	85440284	cg10515956	MCOLN3	153123	-0.330	2.4696	2.4671	3.4465	ConradGenotype	0.003391391568730
17	7277809	7278290	cg16545079	PER1	718339	0.313	2.2576	1.8842	2.4252	ConradGenotype	0.005525918605038
5	172905608	172907328	cg19728382	STC2	217152	-0.342	2.6306	2.3227	3.1617	ConradGenotype	0.002340941749497
14	24332137	24332912	cg17109273	TINF2	550673	0.387	3.2940	2.3814	3.1150	ConradGenotype	0.000508148421179
14	24332137	24332912	cg16761581	ADCY4	458666	-0.342	2.6264	2.4043	3.2374	ConradGenotype	0.002363901475916
3	50318470	50324352	cg14448864	NAT6	9698	-0.351	2.7548	2.0031	2.9282	ConradGenotype	0.001758922354693
3	50318470	50324352	cg12444340	RBM5	220140	0.298	2.0735	2.0004	3.1569	ConradGenotype	0.008442595365299
16	15883340	15931383	cg08349806	FLJ39599	510178	0.327	2.4265	2.1944	3.0861	ConradGenotype	0.003745104187505
19	54871783	54872263	cg03138668	SLC17A7	235239	-0.334	2.5183	2.4289	3.5753	ConradGenotype	0.003031787226526
2	54419132	54420976	cg14832904	GPR75	479441	-0.365	2.9598	2.6296	3.4663	ConradGenotype	0.001096888372218
5	90535526	90537843	cg19369775	LOC153364	730709	-0.321	2.3587	2.2797	3.0476	ConradGenotype	0.004378074259338
12	12144189	12145952	cg08849126	GPRC5A	790567	0.359	2.8738	2.2139	2.9182	ConradGenotype	0.001337356715802
4	7887358	7888726	cg18619267	LOC389199	104237	-0.339	2.5962	2.4825	3.5008	ConradGenotype	0.002533797700138
15	90475894	90478000	cg07766315	LOC400451	522868	0.318	2.3175	2.1037	2.8831	ConradGenotype	0.004814415661777
16	68702855	68754003	cg17091851	LOC348174	185942	-0.356	2.8255	2.4467	3.4748	ConradGenotype	0.001494467618800
2	101419843	101420750	cg25853833	C2orf29	184430	-0.348	2.7206	2.3055	3.3959	ConradGenotype	0.001903007573252
2	101419843	101420750	cg12293634	RNF149	128922	-0.328	2.4427	2.2980	3.3966	ConradGenotype	0.003608496185598
12	52059516	52060091	cg18748332	ATF7	246540	-0.339	2.5976	2.1645	3.0894	ConradGenotype	0.002525668083687
1	165802604	165803417	cg09554443	CD3Z	48692	-0.338	2.5763	2.2648	3.0751	ConradGenotype	0.002653070130433
1	147302148	147516215	cg09409398	SF3B4	757172	-0.342	2.6329	2.3656	3.1380	ConradGenotype	0.002328480553002
17	36760471	36779150	cg24505527	NKIRAS2	652916	-0.365	2.9577	2.7745	3.8410	ConradGenotype	0.001102404728442
15	99159046	99159855	cg17115258	TM2D3	850967	0.320	2.3439	2.2856	3.2837	ConradGenotype	0.004529968936095
14	64676323	64677672	cg19637116	FNTB	153479	-0.306	2.1637	1.9206	2.8853	ConradGenotype	0.006859228856838
11	67984087	67985333	cg10413342	MRPL21	443528	-0.308	2.1956	1.7970	2.2289	ConradGenotype	0.006373653218412
22	19363919	19369607	cg01657694	KLHL22	186349	0.433	4.0816	1.9683	2.9296	ConradGenotype	0.000082868167325
22	19363919	19369607	cg13720744	CRKL	235521	0.300	2.0934	2.0487	3.0016	ConradGenotype	0.008064787630823
22	19363919	19369607	cg17239761	SNAP29	176232	0.303	2.1338	1.9425	2.7438	ConradGenotype	0.007348162400609
22	41209145	41335158	cg20727362	CYB5R3	103621	-0.372	3.0596	1.9784	2.9177	ConradGenotype	0.000871858550236
7	147704059	147707263	cg00006414	ZNF398	749033	0.296	2.0457	2.0325	3.0554	ConradGenotype	0.009002199332888
18	51514726	51516780	cg07980804	WDR7	953914	0.343	2.6479	2.5171	3.4177	ConradGenotype	0.002249803812444
8	95716183	95717097	cg26350286	RBM35A	5357	-0.327	2.4305	2.3823	3.2603	ConradGenotype	0.003711360943660
10	91988451	91992013	cg20571908	MPHOSPH1	538996	0.345	2.6674	2.2249	3.0516	ConradGenotype	0.002150870401586
7	16138321	16140500	cg12567315	TSPAN13	620781	0.311	2.2284	2.0012	2.8841	ConradGenotype	0.005910536011345
1	155440279	155443057	cg06106793	PRCC	437561	0.305	2.1576	1.9274	2.7261	ConradGenotype	0.006957439738903
12	11917753	11918281	cg03272031	LOH12CR1	483489	-0.335	2.5411	2.5361	3.4977	ConradGenotype	0.002876876185262
3	62585242	62587380	cg19629292	ZNF312	251850	0.332	2.4927	2.4517	3.3082	ConradGenotype	0.003215688992611
19	11156091	11157445	cg15334028	DNM2	466842	-0.322	2.3617	2.3381	3.3045	ConradGenotype	0.004348033851719
6	31383960	31387412	cg14663792	C6orf48	525052	0.381	3.1953	3.0333	3.8547	ConradGenotype	0.000637846166924
6	31383960	31387412	cg04513728	PPP1R10	692302	0.419	3.8267	2.9156	4.1152	ConradGenotype	0.000149046660625
8	120088560	120096979	cg19620294	TNFRSF11B	59254	0.385	3.2619	2.4517	3.5584	ConradGenotype	0.000547113751511
12	131483704	131484789	cg21432513	CHFR	461744	0.325	2.4099	2.1869	2.6209	ConradGenotype	0.003891489221034
13	94818369	94822017	cg17183991	HS6ST3	720918	0.338	2.5830	2.2076	3.1719	ConradGenotype	0.002612036046046
1	147300034	147726239	cg09409398	SF3B4	653217	-0.343	2.6443	2.3656	3.1380	ConradGenotype	0.002268152602028
11	17166514	17167872	cg11981631	ABCC8	287452	-0.352	2.7766	2.0968	3.2096	ConradGenotype	0.001672686254978
18	76009800	76011900	cg02955504	TXNL4A	161161	-0.315	2.2833	2.1666	3.0321	ConradGenotype	0.005207921913187
2	46821324	46832464	cg27138584	KCNK12	824588	-0.278	1.8379	1.8168	2.2207	ConradGenotype	0.014524748106275
2	46821324	46832464	cg01600782	CALM2	429992	-0.299	2.0863	1.7766	2.2279	ConradGenotype	0.008197581688532
14	73071536	73073419	cg00815605	ACOT2	33964	0.359	2.8758	2.3098	3.3439	ConradGenotype	0.001331022644266
10	75044000	75051412	cg18180783	MYOZ1	24810	-0.357	2.8493	2.3597	3.5239	ConradGenotype	0.001414735326735
20	4393359	4397529	cg27114120	PROKR2	849579	-0.358	2.8541	2.3123	3.0419	ConradGenotype	0.001399315538069
17	18469595	18491220	cg18958584	SHMT1	273013	-0.334	2.5289	2.2909	3.1739	ConradGenotype	0.002958856191639
20	1337176	1338798	cg10996143	FKBP1A	16437	-0.366	2.9716	2.4503	3.5554	ConradGenotype	0.001067489674320
19	4422340	4423189	cg26005082	C19orf30	297881	-0.276	1.8157	1.5495	1.7762	ConradGenotype	0.015287840401873
17	44259885	44263429	cg17778721	CBX1	728127	-0.297	2.0556	2.0123	3.1421	ConradGenotype	0.008797958857252
1	153926378	153931106	cg17921310	MAPBPIP	362648	0.429	3.9972	2.2171	3.2114	ConradGenotype	0.000100652086879
1	153926378	153931106	cg18528640	MSTO1	82065	0.319	2.3351	2.1527	3.0530	ConradGenotype	0.004622753567521
16	65293885	65296309	cg19514469	ELMO3	495861	-0.329	2.4601	2.1397	3.2542	ConradGenotype	0.003466673802833
16	65293885	65296309	cg13813391	CMTM2	124386	0.328	2.4437	1.9555	3.0107	ConradGenotype	0.003600162627508
1	40793794	40801068	cg02668729	CTPS	420510	-0.337	2.5632	2.1215	2.9700	ConradGenotype	0.002733715073639
1	40793794	40801068	cg25568243	C1orf176	50432	-0.355	2.8155	2.3673	3.1940	ConradGenotype	0.001529280943300
22	34893700	34905559	cg05531055	TOM1	873843	-0.371	3.0507	2.5757	3.4613	ConradGenotype	0.000889725294815
16	2589819	2676116	cg00949442	ABCA3	302038	0.392	3.3805	2.2850	3.0747	ConradGenotype	0.000416424733341
14	102020212	102020737	cg09556292	RCOR1	108201	-0.326	2.4252	2.2905	2.9448	ConradGenotype	0.003756465907700
14	102020212	102020737	cg00708642	EIF5	849871	-0.303	2.1287	2.1287	2.7458	ConradGenotype	0.007435821928559
3	6194115	6215583	cg02332525	GRM7	673196	-0.348	2.7091	2.3158	3.2182	ConradGenotype	0.001953946234355
9	132742245	132742808	cg26964989	LAMC3	132133	-0.382	3.2113	2.1224	2.9506	ConradGenotype	0.000614690398561
6	160006217	160008613	cg15298323	ACAT2	95657	-0.408	3.6365	2.4130	3.3590	ConradGenotype	0.000230962416213
2	130682838	130684330	cg09640202	IMP4	133519	-0.391	3.3554	2.7165	3.5705	ConradGenotype	0.000441190025885
2	130682838	130684330	cg03956267	FLJ20297	27621	0.355	2.8098	2.7015	3.8838	ConradGenotype	0.001549515257811
2	130682838	130684330	cg16169604	GPR148	518191	0.374	3.1000	2.6399	3.6644	ConradGenotype	0.000794365125547
2	130682838	130684330	cg26385743	IMP4	133519	-0.367	2.9946	2.8290	3.7023	ConradGenotype	0.001012555321538
21	34452459	34454968	cg13617782	SON	616729	0.293	2.0146	1.9913	2.7377	ConradGenotype	0.009668880613886
3	34224641	34225830	cg02699167	FBXL2	931188	0.305	2.1551	1.9927	3.1203	ConradGenotype	0.006997504357985
8	144771634	144785886	cg22892110	MAPK15	91741	0.335	2.5421	2.3473	3.1061	ConradGenotype	0.002870130832640
4	170523618	170524820	cg01654582	AADAT	723432	0.351	2.7513	2.4042	3.1455	ConradGenotype	0.001772789081719
17	31626906	31635481	cg19678067	ZNF403	343878	-0.338	2.5730	2.4697	3.6890	ConradGenotype	0.002673238982087
17	55934524	55936075	cg14623313	APPBP2	22772	-0.528	6.1023	2.3853	3.2788	ConradGenotype	0.000000790092447
4	15215299	15216505	cg19128498	FBXL5	50252	0.621	8.7636	2.2570	3.1138	ConradGenotype	0.000000001723567
1	244806227	244808300	cg15590526	ZNF124	594442	-0.370	3.0272	2.5179	3.6279	ConradGenotype	0.000939356625211
20	32705988	32707384	cg15056412	APBA2BP	980567	0.306	2.1621	2.0154	3.2061	ConradGenotype	0.006884793963433
4	3029554	3039234	cg00072216	MXD4	800786	-0.337	2.5631	2.2218	3.0373	ConradGenotype	0.002734605391692
12	121751048	121753991	cg20361540	VPS37B	193963	0.347	2.7041	2.3008	2.8961	ConradGenotype	0.001976625748245
11	75820021	75826175	cg21238457	WNT11	225767	-0.377	3.1454	2.4686	3.3672	ConradGenotype	0.000715426822369
10	74794355	74797666	cg16108132	ANXA7	47768	-0.351	2.7636	2.2878	3.1845	ConradGenotype	0.001723540665810
18	18308185	18321383	cg00940278	GATA6	312136	0.275	1.8074	1.7746	2.2291	ConradGenotype	0.015580700159893
12	60486092	60497244	cg15736338	FAM19A2	380244	-0.342	2.6280	2.2816	3.1577	ConradGenotype	0.002354816583302
5	151229543	151233114	cg08317263	CCDC69	647626	0.359	2.8668	2.7096	3.5824	ConradGenotype	0.001358786046143
15	41780690	41782899	cg03377682	PDIA3	44222	0.313	2.2536	2.1552	2.9701	ConradGenotype	0.005576927641108
7	47250178	47256783	cg14171882	HUS1	732147	0.299	2.0808	1.9856	2.7949	ConradGenotype	0.008302520312818
17	44706962	44707879	cg07231132	TMEM92	998109	-0.303	2.1331	1.9409	3.0665	ConradGenotype	0.007360142753214
14	62131161	62135492	cg07052387	HIF1A	901158	0.301	2.1090	1.9700	2.8239	ConradGenotype	0.007779647030189
14	62131161	62135492	cg26661257	HIF1A	901158	0.292	1.9974	1.9160	2.7233	ConradGenotype	0.010060385655269
22	34894430	34901494	cg05531055	TOM1	872176	-0.404	3.5723	2.5757	3.4613	ConradGenotype	0.000267716732783
8	144188813	144193250	cg10918419	C8orf55	385434	-0.340	2.6058	2.4350	3.2684	ConradGenotype	0.002478603017370
2	164349439	164353966	cg22380033	GRB14	834524	0.338	2.5820	2.3272	3.1420	ConradGenotype	0.002618029585035
Chr	cnvStart	cnvEnd	CpG	Gene	Distance	rValue	-log(NomimalPvalue)	-log(PermutationPvalueP100)	-log(PermutationPvalueP10)	Source	NominalPvalue
16	67174843	67180909	cg26012103	SOCS1	55920681	-0.516	4.1115	4.0707	4.7661	1000GPgenotype	0.000077351058027
9	139893432	139897015	cg16386080	CCRK	50115760	0.557	4.8384	4.2766	5.3684	1000GPgenotype	0.000014506324439
17	55224998	55225966	cg05856931	MSI2	2536690	-0.567	5.0275	4.1765	5.0352	1000GPgenotype	0.000009387313729
18	61917850	61920182	cg25602457	DCC	13796565	-0.540	4.5304	4.1059	4.9241	1000GPgenotype	0.000029482827468
16	73987360	73988137	cg06736444	SRRM2	71245237	-0.555	4.7893	4.0992	5.3877	1000GPgenotype	0.000016243327372
8	144584722	144584824	cg17176732	OXR1	36845361	-0.544	4.5948	4.3940	5.4505	1000GPgenotype	0.000025419621573
8	144584722	144584824	cg16729690	FZD3	116176993	-0.567	5.0211	4.3454	5.2326	1000GPgenotype	0.000009526195496
5	88078895	88079222	cg17329249	MAT2B	74783798	0.606	5.8095	4.4690	5.5880	1000GPgenotype	0.000001550460042
14	106057907	106057966	cg04585992	TRAPPC6B	67348630	-0.524	4.2394	4.0582	5.0278	1000GPgenotype	0.000057624479888
7	4047791	4048822	cg07681084	LMBR1	152330188	0.531	4.3645	4.3449	5.4380	1000GPgenotype	0.000043203100514
2	77971399	77971865	cg20389709	KLF11	67870545	0.558	4.8511	4.5117	5.5688	1000GPgenotype	0.000014088450774
22	22606435	22609225	cg17239761	SNAP29	3064835	-0.567	5.0219	3.9506	4.9208	1000GPgenotype	0.000009509092260
15	21658807	21658969	cg08757531	FAM103A1	59787046	-0.544	4.5934	3.9867	5.0124	1000GPgenotype	0.000025505898147
3	185359510	185360097	cg06806080	CD47	76067124	-0.548	4.6600	4.4959	5.4428	1000GPgenotype	0.000021875381860
3	116149712	116151030	cg14106308	VEPH1	42549572	0.560	4.8893	4.5908	5.7666	1000GPgenotype	0.000012903201445
3	192269772	192270635	cg20856064	PH-4	143267459	0.571	5.0871	4.4380	5.6243	1000GPgenotype	0.000008183212062
8	25043112	25046230	cg15995002	RAD54B	70511761	-0.542	4.5526	4.3333	5.3552	1000GPgenotype	0.000028015544486
1	223323169	223323465	cg09633588	C1orf174	219515731	0.545	4.6143	4.4538	5.4231	1000GPgenotype	0.000024307814171
2	126159718	126168301	cg07915542	IDH1	82664296	-0.537	4.4772	4.4538	5.3533	1000GPgenotype	0.000033326046210
11	20152279	20152418	cg20869710	APIP	14742065	-0.541	4.5386	4.3427	5.3069	1000GPgenotype	0.000028934907652
11	5764712	5765830	cg07696033	ALX4	38517420	-0.532	4.3856	4.3177	5.4525	1000GPgenotype	0.000041151062071
14	21022465	21024502	cg10300684	FOXG1B	7282664	0.519	4.1683	4.0766	5.1362	1000GPgenotype	0.000067869499939
17	2141671	2141805	cg06759215	DBF4B	38000071	-0.521	4.2037	4.1288	5.1413	1000GPgenotype	0.000062556943839
1	111876218	111876328	cg11844110	C1orf132	94232656	-0.559	4.8651	4.5330	5.4653	1000GPgenotype	0.000013644130220
15	85691981	85692053	cg00410576	MAPK6	35593007	0.533	4.3942	4.0337	4.9397	1000GPgenotype	0.000040344553782
10	127735174	127735974	cg08395899	UPF2	115610758	-0.530	4.3487	4.2897	5.2872	1000GPgenotype	0.000044802973588
11	5741150	5765858	cg07696033	ALX4	38529187	-0.532	4.3856	4.3177	5.4525	1000GPgenotype	0.000041151062071
15	22228612	22230630	cg05924191	FLJ20582	10837641	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
22	22619467	22620525	cg08431931	MGC26816	18104910	-0.516	4.1206	3.8617	4.7601	1000GPgenotype	0.000075760433922
17	73499878	73500192	cg23267110	EPN2	54418543	0.550	4.7103	4.0584	5.1325	1000GPgenotype	0.000019486899584
2	224928174	224928712	cg26824467	LASS6	55907132	-0.563	4.9360	4.5039	5.5527	1000GPgenotype	0.000011587304981
14	49070698	49070826	cg19168631	DAAM1	9654438	-0.622	6.1845	4.0904	4.9713	1000GPgenotype	0.000000653855678
15	22237952	22241300	cg05924191	FLJ20582	10827636	0.573	5.1260	3.9623	5.1464	1000GPgenotype	0.000007481899962
8	23954409	23954543	cg15301700	SCRT1	121577442	0.565	4.9750	4.3290	5.4505	1000GPgenotype	0.000010591983340
17	36675248	36685688	cg00214346	PRKAR1A	27339754	-0.536	4.4460	4.1237	5.0832	1000GPgenotype	0.000035813314560
17	36675248	36685688	cg19383689	WSB1	14035134	-0.522	4.2083	4.1079	5.2337	1000GPgenotype	0.000061903185695
20	40340323	40340374	cg11004890	SLC4A11	37172568	0.519	4.1710	3.8492	4.6316	1000GPgenotype	0.000067456393744
8	25038502	25040900	cg15995002	RAD54B	70516731	-0.542	4.5526	4.3333	5.3552	1000GPgenotype	0.000028015544486
5	90029031	90029087	cg10331779	CTNND2	78072079	0.552	4.7320	4.5093	5.5155	1000GPgenotype	0.000018534951300
16	26290901	26291233	cg11115702	SPIN1	2602622	0.516	4.1175	4.0535	5.1177	1000GPgenotype	0.000076296826150
4	57782103	57782501	cg15843217	PCGF3	57092724	0.555	4.7879	4.5145	5.5224	1000GPgenotype	0.000016296308805
19	20041433	20041748	cg07242565	NR2F6	2824282	-0.522	4.2086	3.9719	4.9672	1000GPgenotype	0.000061855744928
13	29113824	29119844	cg02162950	KIAA1008	43137246	0.527	4.3052	4.2330	5.4343	1000GPgenotype	0.000049526284599
11	4759098	4759408	cg17441778	MYO7A	71756969	0.566	4.9929	4.2842	5.2670	1000GPgenotype	0.000010165792529
9	16322324	16322438	cg10716607	TOPORS	16220083	0.550	4.6937	4.3420	5.4361	1000GPgenotype	0.000020243458496
